sl,date,job,experience,rating,pperhour
2516,2005-08-05,4,Plumber,3,1.5,27.0
2517,2007-11-19,4,Plumber,1,3.5,350.0
2518,2002-06-20,4,Plumber,5,3.3,742.0
2519,2010-07-27,4,Plumber,4,3.6,252.0
2520,2004-04-08,4,Plumber,1,1.3,25.0
2521,2009-12-09,4,Plumber,1,3.1,248.0
2522,2008-06-13,4,Plumber,4,3.7,333.0
2523,2010-12-11,4,Plumber,1,1.1,12.0
2524,2009-06-06,4,Plumber,4,2.7,108.0
2525,2009-02-13,4,Plumber,5,3.7,444.0
2526,2002-05-06,4,Plumber,5,3.0,338.0
2527,2008-11-27,4,Plumber,3,4.1,738.0
2528,2009-08-04,4,Plumber,4,4.4,704.0
2529,2008-10-16,4,Plumber,4,1.8,41.0
2530,2003-03-01,4,Plumber,2,4.1,1148.0
2531,2003-11-04,4,Plumber,4,4.9,1372.0
2532,2004-05-31,4,Plumber,1,1.9,37.0
2533,2010-11-14,4,Plumber,1,3.8,266.0
2534,2006-01-05,4,Plumber,4,4.1,902.0
2535,2008-12-06,4,Plumber,5,3.3,445.0
2536,2003-05-03,4,Plumber,2,3.8,532.0
2537,2004-10-15,4,Plumber,4,2.6,169.0
2538,2007-09-08,4,Plumber,3,4.4,880.0
2539,2005-09-11,4,Plumber,2,1.6,29.0
2540,2003-02-22,4,Plumber,4,1.2,42.0
2541,2001-12-11,4,Plumber,4,2.3,184.0
2542,2008-08-28,4,Plumber,4,4.4,792.0
2543,2007-12-29,4,Plumber,2,2.9,189.0
2544,2009-03-19,4,Plumber,4,1.7,34.0
2545,2010-07-02,4,Plumber,2,1.5,16.0
2546,2004-10-06,4,Plumber,3,3.9,507.0
2547,2000-05-06,4,Plumber,1,1.0,26.0
2548,2008-01-14,4,Plumber,4,1.0,23.0
2549,2009-09-24,4,Plumber,1,3.5,280.0
2550,2003-06-23,4,Plumber,1,1.8,38.0
2551,2003-10-23,4,Plumber,4,3.1,434.0
2552,2002-09-16,4,Plumber,2,1.9,43.0
2553,2003-11-14,4,Plumber,5,1.1,39.0
2554,2001-05-07,4,Plumber,3,4.3,1376.0
2555,2006-05-31,4,Plumber,1,4.7,1034.0
2556,2008-07-31,4,Plumber,2,4.3,774.0
2557,2004-07-06,4,Plumber,2,2.1,177.0
2558,2004-06-23,4,Plumber,1,3.1,403.0
2559,2002-05-13,4,Plumber,1,2.7,263.0
2560,2007-07-15,4,Plumber,4,3.2,320.0
2561,2001-03-16,4,Plumber,5,2.8,336.0
2562,2008-05-02,4,Plumber,1,4.0,360.0
2563,2002-10-17,4,Plumber,4,1.7,64.0
2564,2009-02-27,4,Plumber,2,3.2,256.0
2565,2004-06-01,4,Plumber,3,2.9,245.0
2566,2006-07-10,4,Plumber,3,3.3,363.0
2567,2002-12-03,4,Plumber,1,1.8,40.0
2568,2006-05-05,4,Plumber,5,3.3,544.0
2569,2005-08-12,4,Plumber,1,3.0,234.0
2570,2010-12-14,4,Plumber,3,4.7,658.0
2571,2005-07-15,4,Plumber,1,3.1,372.0
2572,2004-04-24,4,Plumber,1,3.2,416.0
2573,2008-09-16,4,Plumber,4,3.0,135.0
2574,2004-12-05,4,Plumber,3,4.4,1144.0
2575,2004-11-06,4,Plumber,5,4.2,1092.0
2576,2008-03-03,4,Plumber,5,2.0,45.0
2577,2005-04-15,4,Plumber,5,3.8,684.0
2578,2009-04-14,4,Plumber,1,1.3,16.0
2579,2010-01-19,4,Plumber,1,2.9,132.0
2580,2002-12-27,4,Plumber,5,1.8,68.0
2581,2006-07-25,4,Plumber,3,2.8,200.0
2582,2004-10-30,4,Plumber,5,2.6,254.0
2583,2002-04-16,4,Plumber,5,1.6,60.0
2584,2004-12-02,4,Plumber,1,4.9,1274.0
2585,2001-10-21,4,Plumber,3,4.5,1440.0
2586,2008-02-20,4,Plumber,5,2.3,155.0
2587,2004-06-29,4,Plumber,4,2.4,156.0
2588,2002-04-16,4,Plumber,5,2.3,259.0
2589,2005-10-13,4,Plumber,5,3.4,612.0
2590,2002-05-06,4,Plumber,4,3.1,465.0
2591,2001-05-02,4,Plumber,4,2.2,176.0
2592,2006-05-20,4,Plumber,1,2.6,186.0
2593,2005-01-12,4,Plumber,1,1.8,32.0
2594,2010-10-07,4,Plumber,1,1.7,18.0
2595,2008-10-23,4,Plumber,5,3.2,432.0
2596,2010-09-19,4,Plumber,3,4.6,644.0
2597,2009-10-25,4,Plumber,1,2.8,146.0
2598,2007-03-17,4,Plumber,2,1.5,22.0
2599,2005-12-08,4,Plumber,4,2.7,162.0
2600,2004-03-06,4,Plumber,4,3.6,468.0
2601,2003-01-04,4,Plumber,3,2.5,227.0
2602,2006-01-15,4,Plumber,2,3.2,352.0
2603,2001-03-09,4,Plumber,5,2.0,80.0
2604,2005-01-03,4,Plumber,2,4.4,1056.0
2605,2009-07-07,4,Plumber,4,4.0,320.0
2606,2000-05-25,4,Plumber,4,3.4,578.0
2607,2002-06-21,4,Plumber,4,1.1,41.0
2608,2010-06-10,4,Plumber,2,2.8,127.0
2609,2008-12-10,4,Plumber,5,4.0,540.0
2610,2005-08-14,4,Plumber,3,2.8,218.0
2611,2008-07-02,4,Plumber,5,3.7,500.0
2612,2009-12-09,4,Plumber,5,4.5,720.0
2613,2008-03-22,4,Plumber,2,1.2,16.0
2614,2003-05-18,4,Plumber,3,4.0,560.0
2615,2007-06-03,4,Plumber,2,3.6,360.0
2616,2004-11-09,4,Plumber,4,2.9,189.0
2617,2000-07-12,4,Plumber,1,3.3,561.0
2618,2004-01-16,4,Plumber,1,2.8,237.0
2619,2004-11-13,4,Plumber,4,4.7,1222.0
2620,2010-06-29,4,Plumber,1,1.1,12.0
2621,2004-08-15,4,Plumber,5,3.2,624.0
2622,2008-02-13,4,Plumber,1,2.6,152.0
2623,2008-01-20,4,Plumber,1,4.6,828.0
2624,2002-09-27,4,Plumber,5,1.5,56.0
2625,2007-04-19,4,Plumber,4,4.0,400.0
2626,2003-01-18,4,Plumber,1,3.1,434.0
2627,2006-10-01,4,Plumber,5,1.2,33.0
2628,2003-04-09,4,Plumber,2,1.4,29.0
2629,2005-11-24,4,Plumber,5,1.7,51.0
2630,2002-03-13,4,Plumber,2,2.3,224.0
2631,2004-02-02,4,Plumber,4,1.7,55.0
2632,2009-08-29,4,Plumber,3,2.1,109.0
2633,2009-08-24,4,Plumber,4,4.0,320.0
2634,2008-08-03,4,Plumber,3,4.2,756.0
2635,2010-09-25,4,Plumber,3,1.3,14.0
2636,2007-09-04,4,Plumber,4,4.6,920.0
2637,2010-05-19,4,Plumber,4,3.2,224.0
2638,2007-08-15,4,Plumber,4,1.8,45.0
2639,2009-04-03,4,Plumber,4,4.2,672.0
2640,2008-10-10,4,Plumber,4,3.9,351.0
2641,2004-08-11,4,Plumber,5,1.5,49.0
2642,2007-12-24,4,Plumber,2,1.3,20.0
2643,2003-05-02,4,Plumber,3,1.3,27.0
2644,2003-11-08,4,Plumber,1,2.9,264.0
2645,2000-04-14,4,Plumber,4,1.9,81.0
2646,2008-09-05,4,Plumber,1,3.4,306.0
2647,2009-08-30,4,Plumber,4,1.4,28.0
2648,2008-03-31,4,Plumber,4,1.1,25.0
2649,2003-10-10,4,Plumber,5,2.5,263.0
2650,2003-07-22,4,Plumber,5,1.5,53.0
2651,2000-09-20,4,Plumber,3,4.2,1428.0
2652,2008-05-30,4,Plumber,5,1.3,29.0
2653,2000-12-01,4,Plumber,5,2.8,357.0
2654,2008-12-26,4,Plumber,4,2.6,117.0
2655,2003-04-01,4,Plumber,3,2.0,42.0
2656,2006-02-26,4,Plumber,2,1.8,30.0
2657,2005-05-09,4,Plumber,4,4.0,480.0
2658,2007-07-18,4,Plumber,2,1.4,21.0
2659,2002-07-07,4,Plumber,4,2.6,195.0
2660,2000-12-01,4,Plumber,2,2.5,276.0
2661,2004-01-06,4,Plumber,1,2.6,220.0
2662,2005-09-16,4,Plumber,1,1.7,31.0
2663,2002-06-17,4,Plumber,4,2.7,203.0
2664,2009-08-05,4,Plumber,4,3.6,288.0
2665,2006-02-09,4,Plumber,2,3.4,374.0
2666,2008-12-28,4,Plumber,2,2.9,170.0
2667,2003-06-01,4,Plumber,4,3.8,532.0
2668,2005-01-11,4,Plumber,2,2.4,187.0
2669,2002-11-20,4,Plumber,1,4.3,1290.0
2670,2010-01-19,4,Plumber,1,2.8,127.0
2671,2006-09-27,4,Plumber,2,4.4,968.0
2672,2002-03-08,4,Plumber,5,3.6,810.0
2673,2008-07-04,4,Plumber,1,1.1,15.0
2674,2005-12-12,4,Plumber,4,2.7,162.0
2675,2005-03-05,4,Plumber,4,3.6,432.0
2676,2001-11-16,4,Plumber,1,3.8,608.0
2677,2005-05-02,4,Plumber,4,3.6,432.0
2678,2003-06-02,4,Plumber,1,1.9,40.0
2679,2007-09-19,4,Plumber,5,3.1,465.0
2680,2005-07-29,4,Plumber,3,4.7,1128.0
2681,2005-05-09,4,Plumber,1,1.9,34.0
2682,2008-05-16,4,Plumber,3,4.7,846.0
2683,2007-11-12,4,Plumber,5,3.8,570.0
2684,2003-01-20,4,Plumber,1,3.6,504.0
2685,2010-08-19,4,Plumber,3,1.4,15.0
2686,2008-12-13,4,Plumber,1,4.3,774.0
2687,2001-02-09,4,Plumber,1,2.7,281.0
2688,2009-12-02,4,Plumber,2,1.0,12.0
2689,2006-03-15,4,Plumber,3,3.2,352.0
2690,2007-08-12,4,Plumber,3,2.7,176.0
2691,2006-01-20,4,Plumber,3,3.4,374.0
2692,2000-02-15,4,Plumber,3,3.5,595.0
2693,2009-08-01,4,Plumber,3,4.3,688.0
2694,2007-06-26,4,Plumber,4,1.2,30.0
2695,2005-01-22,4,Plumber,4,3.7,444.0
2696,2007-01-19,4,Plumber,3,3.7,370.0
2697,2002-11-21,4,Plumber,2,2.5,244.0
2698,2005-09-23,4,Plumber,1,3.3,396.0
2699,2003-04-02,4,Plumber,4,1.2,42.0
2700,2002-12-22,4,Plumber,5,4.6,1380.0
2701,2007-09-09,4,Plumber,3,4.6,920.0
2702,2008-04-12,4,Plumber,5,1.4,32.0
2703,2000-12-08,4,Plumber,4,2.1,179.0
2704,2009-01-11,4,Plumber,3,1.1,13.0
2705,2001-04-17,4,Plumber,1,3.2,512.0
2706,2009-01-30,4,Plumber,5,4.6,736.0
2707,2004-03-11,4,Plumber,5,1.7,55.0
2708,2010-09-09,4,Plumber,5,3.2,336.0
2709,2008-11-18,4,Plumber,2,1.3,18.0
2710,2009-11-28,4,Plumber,1,3.0,156.0
2711,2007-02-21,4,Plumber,2,3.4,340.0
2712,2005-09-13,4,Plumber,5,2.1,189.0
2713,2008-07-27,4,Plumber,4,4.7,846.0
2714,2000-02-01,4,Plumber,5,1.7,72.0
2715,2001-04-30,4,Plumber,4,2.2,176.0
2716,2006-04-28,4,Plumber,4,1.2,33.0
2717,2005-01-03,4,Plumber,4,4.1,984.0
2718,2009-07-18,4,Plumber,3,3.1,248.0
2719,2005-03-03,4,Plumber,5,1.6,48.0
2720,2005-12-24,4,Plumber,4,3.7,444.0
2721,2001-05-23,4,Plumber,2,4.3,1376.0
2722,2003-03-02,4,Plumber,5,3.9,819.0
2723,2007-12-04,4,Plumber,5,3.4,510.0
2724,2010-01-03,4,Plumber,4,2.3,81.0
2725,2002-04-11,4,Plumber,5,3.6,810.0
2726,2007-10-28,4,Plumber,3,3.2,320.0
2727,2005-03-02,4,Plumber,2,3.8,456.0
2728,2010-04-08,4,Plumber,4,2.1,74.0
2729,2002-10-20,4,Plumber,2,4.3,1290.0
2730,2007-03-19,4,Plumber,3,3.5,350.0
2731,2006-10-21,4,Plumber,2,2.0,33.0
2732,2003-08-28,4,Plumber,5,1.3,46.0
2733,2007-01-20,4,Plumber,3,4.1,820.0
2734,2000-08-10,4,Plumber,4,3.8,646.0
2735,2005-08-29,4,Plumber,5,3.0,270.0
2736,2000-12-02,4,Plumber,1,2.3,254.0
2737,2010-03-18,4,Plumber,4,4.2,588.0
2738,2005-04-08,4,Plumber,2,1.9,34.0
2739,2001-06-08,4,Plumber,1,1.4,34.0
2740,2006-04-30,4,Plumber,3,2.6,186.0
2741,2003-04-23,4,Plumber,2,2.9,264.0
2742,2009-09-22,4,Plumber,5,4.8,768.0
2743,2007-06-03,4,Plumber,2,1.7,26.0
2744,2008-10-14,4,Plumber,3,2.7,158.0
2745,2007-12-23,4,Plumber,5,2.3,172.0
2746,2003-09-13,4,Plumber,5,1.2,42.0
2747,2008-12-20,4,Plumber,3,1.8,24.0
2748,2005-01-07,4,Plumber,1,2.4,187.0
2749,2001-01-27,4,Plumber,2,1.9,46.0
2750,2009-11-21,4,Plumber,5,3.2,384.0
2751,2009-01-20,4,Plumber,5,2.2,132.0
2752,2006-03-04,4,Plumber,4,4.9,1078.0
2753,2003-09-22,4,Plumber,5,4.4,1232.0
2754,2002-10-14,4,Plumber,3,4.3,1290.0
2755,2008-11-03,4,Plumber,2,1.2,16.0
2756,2003-01-06,4,Plumber,3,4.2,1176.0
2757,2004-06-02,4,Plumber,4,3.6,468.0
2758,2009-09-01,4,Plumber,4,2.7,108.0
2759,2009-03-29,4,Plumber,5,1.4,28.0
2760,2006-10-13,4,Plumber,2,4.4,968.0
2761,2003-05-12,4,Plumber,2,3.3,462.0
2762,2005-01-04,4,Plumber,3,2.4,187.0
2763,2008-05-09,4,Plumber,2,1.6,22.0
2764,2001-11-09,4,Plumber,4,2.2,176.0
2765,2005-11-06,4,Plumber,5,2.8,252.0
2766,2010-04-25,4,Plumber,3,1.4,15.0
2767,2002-02-23,4,Plumber,2,2.6,254.0
2768,2000-04-25,4,Plumber,4,1.0,43.0
2769,2007-03-03,4,Plumber,3,2.0,30.0
2770,2008-08-18,4,Plumber,2,4.2,756.0
2771,2007-09-17,4,Plumber,1,1.3,20.0
2772,2002-07-16,4,Plumber,3,3.6,540.0
2773,2003-09-19,4,Plumber,2,1.8,38.0
2774,2000-08-13,4,Plumber,1,1.1,28.0
2775,2004-03-19,4,Plumber,5,3.4,663.0
2776,2006-01-15,4,Plumber,4,4.1,902.0
2777,2009-10-19,4,Plumber,2,3.5,280.0
2778,2006-01-07,4,Plumber,3,3.0,215.0
2779,2004-01-06,4,Plumber,5,1.6,52.0
2780,2004-03-03,4,Plumber,2,3.9,507.0
2781,2010-09-11,4,Plumber,2,4.3,602.0
2782,2001-11-25,4,Plumber,3,3.4,544.0
2783,2002-01-15,4,Plumber,3,3.4,510.0
2784,2007-12-27,4,Plumber,1,3.7,370.0
2785,2010-01-18,4,Plumber,3,2.9,132.0
2786,2005-09-02,4,Plumber,3,4.4,1056.0
2787,2002-08-04,4,Plumber,3,3.3,495.0
2788,2001-03-11,4,Plumber,3,4.7,1504.0
2789,2007-08-14,4,Plumber,5,4.1,820.0
2790,2000-03-17,4,Plumber,2,4.7,1598.0
2791,2000-11-21,4,Plumber,4,2.9,247.0
2792,2010-01-08,4,Plumber,4,3.4,238.0
2793,2006-07-17,4,Plumber,5,2.0,55.0
2794,2005-02-20,4,Plumber,1,1.7,31.0
2795,2005-01-09,4,Plumber,4,1.3,39.0
2796,2007-02-08,4,Plumber,4,1.3,33.0
2797,2008-04-19,4,Plumber,1,2.4,140.0
2798,2006-06-25,4,Plumber,5,1.9,52.0
2799,2009-09-28,4,Plumber,3,3.6,288.0
2800,2003-04-13,4,Plumber,4,4.0,560.0
2801,2007-09-18,4,Plumber,2,3.9,390.0
2802,2008-08-25,4,Plumber,5,1.3,29.0
2803,2004-08-20,4,Plumber,5,3.5,683.0
2804,2004-01-08,4,Plumber,2,2.4,203.0
2805,2002-09-23,4,Plumber,2,1.8,40.0
2806,2009-07-01,4,Plumber,1,3.0,156.0
2807,2010-05-22,4,Plumber,5,3.0,158.0
2808,2005-06-12,4,Plumber,4,1.1,33.0
2809,2005-07-27,4,Plumber,2,2.8,218.0
2810,2002-03-01,4,Plumber,2,4.9,1470.0
2811,2000-12-11,4,Plumber,5,1.9,81.0
2812,2008-10-08,4,Plumber,3,2.9,170.0
2813,2005-06-21,4,Plumber,4,1.7,51.0
2814,2008-12-29,4,Plumber,3,1.4,19.0
2815,2009-10-09,4,Plumber,2,4.9,784.0
2816,2003-01-19,4,Plumber,4,4.1,1148.0
2817,2000-06-08,4,Plumber,1,1.2,31.0
2818,2003-12-06,4,Plumber,3,3.2,448.0
2819,2000-03-08,4,Plumber,1,4.2,1428.0
2820,2003-02-02,4,Plumber,4,3.4,476.0
2821,2009-01-12,4,Plumber,4,2.8,112.0
2822,2006-04-20,4,Plumber,4,1.3,36.0
2823,2006-07-21,4,Plumber,4,1.0,28.0
2824,2009-03-16,4,Plumber,4,3.1,248.0
2825,2008-01-15,4,Plumber,3,1.4,19.0
2826,2009-05-19,4,Plumber,4,1.2,24.0
2827,2010-11-27,4,Plumber,3,1.9,20.0
2828,2003-09-28,4,Plumber,4,2.9,203.0
2829,2003-09-30,4,Plumber,2,1.7,36.0
2830,2005-03-23,4,Plumber,1,3.4,408.0
2831,2005-05-02,4,Plumber,4,3.6,432.0
2832,2008-05-12,4,Plumber,1,2.1,123.0
2833,2005-02-16,4,Plumber,5,3.6,648.0
2834,2003-03-02,4,Plumber,2,2.1,191.0
2835,2003-04-20,4,Plumber,5,4.0,840.0
2836,2002-10-23,4,Plumber,3,2.8,273.0
2837,2003-10-24,4,Plumber,2,3.8,532.0
2838,2001-03-06,4,Plumber,2,3.7,592.0
2839,2005-11-15,4,Plumber,5,4.5,1080.0
2840,2009-01-08,4,Plumber,5,1.5,30.0
2841,2005-04-04,4,Plumber,4,1.5,45.0
2842,2003-04-07,4,Plumber,2,3.6,504.0
2843,2001-11-19,4,Plumber,2,1.7,41.0
2844,2001-07-11,4,Plumber,4,1.5,60.0
2845,2010-11-20,4,Plumber,4,3.6,252.0
2846,2003-07-04,4,Plumber,3,4.4,1232.0
2847,2005-09-23,4,Plumber,4,4.2,1008.0
2848,2010-09-29,4,Plumber,3,3.7,259.0
2849,2004-12-02,4,Plumber,5,1.7,55.0
2850,2006-06-25,4,Plumber,3,4.9,1078.0
2851,2003-02-28,4,Plumber,5,2.0,70.0
2852,2010-11-14,4,Plumber,4,4.3,602.0
2853,2005-09-17,4,Plumber,1,2.4,187.0
2854,2000-10-26,4,Plumber,1,4.1,1394.0
2855,2007-03-18,4,Plumber,3,4.2,840.0
2856,2004-10-02,4,Plumber,2,2.9,245.0
2857,2001-05-19,4,Plumber,4,4.6,1472.0
2858,2002-11-23,4,Plumber,4,3.7,555.0
2859,2002-04-17,4,Plumber,1,2.6,254.0
2860,2001-06-09,4,Plumber,3,1.6,38.0
2861,2009-04-02,4,Plumber,2,3.9,312.0
2862,2004-10-01,4,Plumber,4,2.8,182.0
2863,2006-12-06,4,Plumber,4,1.5,41.0
2864,2000-06-04,4,Plumber,2,2.1,232.0
2865,2001-04-13,4,Plumber,3,4.4,1408.0
2866,2004-10-21,4,Plumber,2,2.7,228.0
2867,2004-07-03,4,Plumber,4,2.8,182.0
2868,2005-06-30,4,Plumber,3,3.8,456.0
2869,2005-10-12,4,Plumber,1,1.5,27.0
2870,2004-08-17,4,Plumber,1,3.4,442.0
2871,2000-10-12,4,Plumber,1,2.2,243.0
2872,2003-04-15,4,Plumber,4,1.9,67.0
2873,2003-04-10,4,Plumber,5,3.2,672.0
2874,2000-02-01,4,Plumber,3,3.1,527.0
2875,2007-12-18,4,Plumber,3,1.8,27.0
2876,2007-01-27,4,Plumber,2,1.4,21.0
2877,2001-07-09,4,Plumber,4,3.7,592.0
2878,2001-07-05,4,Plumber,3,1.8,43.0
2879,2003-05-22,4,Plumber,5,1.5,53.0
2880,2002-03-13,4,Plumber,3,1.9,43.0
2881,2008-08-08,4,Plumber,3,4.8,864.0
2882,2009-08-27,4,Plumber,4,4.3,688.0
2883,2007-02-13,4,Plumber,2,3.0,195.0
2884,2006-02-18,4,Plumber,1,4.2,924.0
2885,2009-04-10,4,Plumber,5,3.6,432.0
2886,2002-02-10,4,Plumber,3,4.4,1320.0
2887,2005-10-21,4,Plumber,5,1.5,45.0
2888,2000-12-26,4,Plumber,4,4.3,1462.0
2889,2007-09-08,4,Plumber,1,4.8,960.0
2890,2003-05-13,4,Plumber,4,4.0,560.0
2891,2006-10-12,4,Plumber,5,2.1,173.0
2892,2001-04-16,4,Plumber,1,3.7,592.0
2893,2009-08-23,4,Plumber,3,1.1,13.0
2894,2001-11-30,4,Plumber,5,2.2,264.0
2895,2003-04-09,4,Plumber,1,2.8,255.0
2896,2002-07-08,4,Plumber,1,4.2,1260.0
2897,2010-11-20,4,Plumber,2,2.9,132.0
2898,2000-10-10,4,Plumber,3,1.3,33.0
2899,2005-05-05,4,Plumber,2,2.2,172.0
2900,2003-06-13,4,Plumber,2,1.4,29.0
2901,2000-11-20,4,Plumber,5,2.6,331.0
2902,2007-08-10,4,Plumber,2,3.9,390.0
2903,2006-04-01,4,Plumber,2,3.8,418.0
2904,2008-04-23,4,Plumber,3,4.0,360.0
2905,2004-05-27,4,Plumber,4,4.2,1092.0
2906,2008-10-09,4,Plumber,1,4.2,756.0
2907,2003-11-18,4,Plumber,1,1.3,27.0
2908,2001-03-02,4,Plumber,3,1.5,36.0
2909,2004-07-01,4,Plumber,1,3.6,468.0
2910,2005-07-10,4,Plumber,3,2.8,218.0
2911,2005-09-20,4,Plumber,2,1.4,25.0
2912,2008-11-24,4,Plumber,4,2.7,122.0
2913,2009-10-25,4,Plumber,4,2.0,40.0
2914,2010-06-08,4,Plumber,2,2.7,123.0
2915,2004-04-17,4,Plumber,4,4.0,520.0
2916,2006-08-24,4,Plumber,1,4.9,1078.0
2917,2003-02-04,4,Plumber,1,4.0,560.0
2918,2004-03-26,4,Plumber,4,2.0,65.0
2919,2002-02-11,4,Plumber,3,3.0,293.0
2920,2010-11-06,4,Plumber,2,4.8,672.0
2921,2006-01-26,4,Plumber,2,3.0,215.0
2922,2006-03-06,4,Plumber,3,1.3,21.0
2923,2000-09-02,4,Plumber,2,3.4,578.0
2924,2010-10-12,4,Plumber,2,1.2,13.0
2925,2007-08-08,4,Plumber,1,1.6,24.0
2926,2002-04-21,4,Plumber,3,3.6,540.0
2927,2002-01-30,4,Plumber,4,3.7,555.0
2928,2006-05-21,4,Plumber,5,3.3,544.0
2929,2009-06-07,4,Plumber,3,1.7,20.0
2930,2008-02-21,4,Plumber,5,4.6,828.0
2931,2003-07-02,4,Plumber,2,4.0,560.0
2932,2009-08-27,4,Plumber,5,1.3,26.0
2933,2006-11-18,4,Plumber,4,1.5,41.0
2934,2005-06-07,4,Plumber,3,3.0,234.0
2935,2001-11-18,4,Plumber,4,2.0,80.0
2936,2005-10-10,4,Plumber,1,3.3,396.0
2937,2010-03-13,4,Plumber,5,2.3,121.0
2938,2006-03-20,4,Plumber,2,1.1,18.0
2939,2006-10-10,4,Plumber,1,1.3,21.0
2940,2001-07-27,4,Plumber,3,4.8,1536.0
2941,2006-02-13,4,Plumber,3,1.8,30.0
2942,2009-03-27,4,Plumber,3,1.7,20.0
2943,2004-05-02,4,Plumber,4,4.8,1248.0
2944,2002-10-17,4,Plumber,2,4.6,1380.0
2945,2008-02-15,4,Plumber,5,4.1,738.0
2946,2009-01-01,4,Plumber,4,2.3,103.0
2947,2001-10-27,4,Plumber,2,3.5,560.0
2948,2009-01-06,4,Plumber,3,2.4,125.0
2949,2008-12-10,4,Plumber,3,4.7,846.0
2950,2008-03-14,4,Plumber,3,4.3,774.0
2951,2001-04-11,4,Plumber,3,2.7,281.0
2952,2009-09-15,4,Plumber,3,4.7,752.0
2953,2010-08-30,4,Plumber,3,4.5,630.0
2954,2005-10-24,4,Plumber,3,3.2,384.0
2955,2000-03-30,4,Plumber,5,4.1,1394.0
2956,2002-04-13,4,Plumber,3,1.6,36.0
2957,2002-04-14,4,Plumber,5,1.3,49.0
2958,2009-04-13,4,Plumber,3,3.1,248.0
2959,2003-10-17,4,Plumber,4,4.8,1344.0
2960,2009-01-27,4,Plumber,1,4.8,768.0
2961,2010-08-21,4,Plumber,5,2.3,121.0
2962,2006-10-13,4,Plumber,2,3.7,407.0
2963,2006-11-13,4,Plumber,3,2.4,172.0
2964,2002-10-13,4,Plumber,3,2.1,205.0
2965,2004-01-23,4,Plumber,4,4.6,1196.0
2966,2006-06-01,4,Plumber,3,1.3,21.0
2967,2001-10-08,4,Plumber,4,2.8,224.0
2968,2000-11-30,4,Plumber,3,4.2,1428.0
2969,2008-08-29,4,Plumber,1,1.8,24.0
2970,2005-08-10,4,Plumber,5,2.1,189.0
2971,2004-03-07,4,Plumber,2,3.9,507.0
2972,2004-10-16,4,Plumber,5,4.5,1170.0
2973,2002-10-11,4,Plumber,4,1.0,38.0
2974,2005-03-13,4,Plumber,5,3.2,576.0
2975,2003-04-15,4,Plumber,3,2.1,191.0
2976,2004-07-04,4,Plumber,2,1.8,35.0
2977,2000-10-16,4,Plumber,4,4.1,1394.0
2978,2002-11-27,4,Plumber,4,1.8,68.0
2979,2005-01-02,4,Plumber,4,2.2,132.0
2980,2007-09-23,4,Plumber,2,1.4,21.0
2981,2010-10-05,4,Plumber,5,1.2,21.0
2982,2002-03-31,4,Plumber,5,4.9,1470.0
2983,2003-02-08,4,Plumber,5,4.9,1372.0
2984,2002-01-02,4,Plumber,2,2.0,45.0
2985,2009-12-04,4,Plumber,3,3.9,312.0
2986,2008-12-28,4,Plumber,3,3.4,306.0
2987,2000-10-31,4,Plumber,4,1.3,55.0
2988,2006-03-09,4,Plumber,5,4.0,660.0
2989,2005-10-27,4,Plumber,4,1.2,36.0
2990,2006-10-24,4,Plumber,3,2.7,193.0
2991,2001-04-07,4,Plumber,4,1.8,72.0
2992,2009-11-07,4,Plumber,1,1.2,14.0
2993,2001-02-19,4,Plumber,1,4.1,1312.0
2994,2006-08-14,4,Plumber,5,2.6,215.0
2995,2009-12-31,4,Plumber,4,3.5,280.0
2996,2005-04-23,4,Plumber,2,4.7,1128.0
2997,2005-10-01,3,Mechanic,3,3.6,432.0
2998,2001-03-03,3,Mechanic,4,2.3,184.0
2999,2004-05-16,3,Mechanic,4,4.1,1279.0
3000,2007-10-02,3,Mechanic,2,1.3,20.0
3001,2010-04-11,3,Mechanic,4,1.2,29.0
3002,2001-06-14,3,Mechanic,1,4.8,1536.0
3003,2005-09-14,3,Mechanic,2,2.5,195.0
3004,2010-03-27,3,Mechanic,4,4.1,689.0
3005,2006-05-05,3,Mechanic,3,1.3,21.0
3006,2010-10-25,3,Mechanic,2,3.1,217.0
3007,2000-10-09,3,Mechanic,5,3.6,918.0
3008,2004-04-01,3,Mechanic,2,2.2,186.0
3009,2004-05-23,3,Mechanic,4,1.6,73.0
3010,2002-02-24,3,Mechanic,1,2.3,224.0
3011,2006-05-07,3,Mechanic,4,4.7,1241.0
3012,2000-05-19,3,Mechanic,1,3.2,544.0
3013,2003-02-26,3,Mechanic,1,4.9,1372.0
3014,2001-07-17,3,Mechanic,1,4.8,1536.0
3015,2008-11-11,3,Mechanic,1,1.1,15.0
3016,2002-06-12,3,Mechanic,1,3.0,293.0
3017,2005-04-18,3,Mechanic,5,3.3,594.0
3018,2005-02-09,3,Mechanic,3,2.9,226.0
3019,2003-01-02,3,Mechanic,4,4.4,1478.0
3020,2001-10-02,3,Mechanic,3,3.9,624.0
3021,2007-08-08,3,Mechanic,2,1.3,20.0
3022,2002-02-20,3,Mechanic,4,2.1,158.0
3023,2008-10-18,3,Mechanic,1,4.4,792.0
3024,2006-04-15,3,Mechanic,1,2.3,164.0
3025,2000-01-12,3,Mechanic,2,2.0,51.0
3026,2007-09-08,3,Mechanic,3,2.3,149.0
3027,2001-11-28,3,Mechanic,2,4.4,1408.0
3028,2008-05-05,3,Mechanic,4,4.0,360.0
3029,2000-02-28,3,Mechanic,4,2.1,179.0
