id,job,place,lat,lng,latint,lngint,supplydemand,cost
4,Plumber,SanjeeviniNagar,12.97378025,77.58682251,129738,775868,11,370
4,Plumber,BensonTown,12.99761641,77.60398865,129976,776040,10,329
4,Plumber,Basavangudi,12.92974006,77.57098675,129297,775710,11,372
4,Plumber,Yeshwanthpur,13.02922717,77.54562378,130292,775456,10,303
4,Plumber,Vimanapura,12.95834825,77.66797543,129583,776680,1,445
4,Plumber,Yelahanka,13.10188313,77.59969711,131019,775997,10,273
4,Plumber,Adugodi,12.94759965,77.60630608,129476,776063,1,467
4,Plumber,Kadugodi,13.00104529,77.72629738,130010,777263,10,298
4,Plumber,Hennur,13.03733827,77.65171051,130373,776517,11,380
4,Plumber,KumaraswamyLayout,12.9060229,77.55970001,129060,775597,1,453
4,Plumber,Kamakshipalya,12.9890022,77.52193451,129890,775219,1,431
4,Plumber,HaralurRoad,12.90581374,77.66282558,129058,776628,11,373
4,Plumber,Banaswadi,13.01818895,77.64501572,130182,776450,10,319
5,Carpenter,KalyanNagar,13.02542238,77.64072418,130254,776407,11,392
5,Carpenter,Jayamahal,13.00451593,77.59823799,130045,775982,10,342
5,Carpenter,Kengeri,12.92534816,77.48416901,129253,774842,1,416
5,Carpenter,KasturbaRoad,12.97378025,77.59489059,129738,775949,10,318
5,Carpenter,KumaraParkEast,12.98218589,77.58643627,129822,775864,1,417
5,Carpenter,DoddaballapuraMainRoad,13.13937325,77.56909847,131394,775691,1,435
5,Carpenter,Thyagarajanagar,12.93187324,77.56708145,129319,775671,1,414
5,Carpenter,Kanakapura,12.54518017,77.41653442,125452,774165,10,312
5,Carpenter,BVKIyengarRoad,12.97217018,77.57669449,129722,775767,10,350
5,Carpenter,Vijayanagar,12.97093648,77.53206253,129709,775321,10,318
5,Carpenter,K.HRoad,12.95951927,77.59330273,129595,775933,10,321
5,Carpenter,VarthurRoad,12.95688446,77.70466805,129569,777047,11,382
5,Carpenter,CrescentRoad,12.98891857,77.58225203,129889,775823,11,360
5,Carpenter,Sarjapur,12.85787055,77.78629303,128579,777863,1,431
5,Carpenter,Lingarajapuram,13.00853011,77.63046741,130085,776305,11,355
5,Carpenter,St.MarksRoad,12.9747421,77.60119915,129747,776012,10,334
5,Carpenter,HAL2ndStage,12.97378025,77.64347076,129738,776435,11,363
5,Carpenter,Kalasipalyam,12.96060665,77.58141518,129606,775814,1,448
5,Carpenter,KempegowdaRoad,12.97444937,77.5778532,129744,775779,1,443
5,Carpenter,Sadhashivnagar,13.01057898,77.58278847,130106,775828,10,346
5,Carpenter,AshokNagar,12.97378025,77.58682251,129738,775868,11,364
5,Carpenter,Subramanyapura,12.89882782,77.5406456,128988,775406,11,383
5,Carpenter,LavelleRoad,12.96825997,77.5963068,129683,775963,1,445
5,Carpenter,DickensonRoad,12.97817129,77.6153183,129782,776153,11,362
5,Carpenter,AustinTown,12.96176721,77.61459947,129618,776146,10,319
5,Carpenter,Nagashettyhalli,13.04177,77.57343292,130418,775734,1,420
5,Carpenter,CookeTown,12.97378025,77.58682251,129738,775868,11,390
5,Carpenter,Kaggalipura,12.97378025,77.58682251,129738,775868,10,316
5,Carpenter,Srirampuram,12.98766405,77.56519318,129877,775652,1,424
5,Carpenter,Carmelram,12.90317836,77.71144867,129032,777114,11,363
5,Carpenter,AirportRoad,12.96625256,77.6259613,129663,776260,1,416
5,Carpenter,Bidadi,12.97378025,77.58682251,129738,775868,10,306
5,Carpenter,Viveknagar,12.95345498,77.61995316,129535,776200,10,350
5,Carpenter,VictoriaRoad,12.96531159,77.61763573,129653,776176,1,435
5,Carpenter,Dasarahalli,13.05038237,77.51232147,130504,775123,11,374
5,Carpenter,CunninghamRoad,12.98640952,77.59557724,129864,775956,11,364
5,Carpenter,K.GCircle,12.97419845,77.57871151,129742,775787,10,321
5,Carpenter,JPNagar,12.91338508,77.58768082,129134,775877,10,314
5,Carpenter,MagrathRoad,12.97039282,77.61106968,129704,776111,1,428
5,Carpenter,HSRLayout,12.91120991,77.6348877,129112,776349,10,335
5,Carpenter,TumkurRoad,13.03495514,77.52961636,130350,775296,1,407
5,Carpenter,KanakapuraMainRoad,12.94601033,77.57675886,129460,775768,1,430
5,Carpenter,Sultanpalya,13.02237015,77.60225058,130224,776023,1,421
5,Carpenter,MysoreRoad,12.97378025,77.58682251,129738,775868,1,419
5,Carpenter,VittalMallyaRoad,12.96922184,77.59510517,129692,775951,11,379
5,Carpenter,Kadubeesanahalli,12.93910919,77.69681454,129391,776968,10,307
5,Carpenter,Bilekahalli,12.89740552,77.61068344,128974,776107,10,304
5,Carpenter,Chikkabanavara,13.07613409,77.50785828,130761,775079,10,326
5,Carpenter,BalajiNagar,12.92610107,77.60836601,129261,776084,11,397
5,Carpenter,HAL3rdStage,12.96842725,77.65445709,129684,776545,10,320
5,Carpenter,Nagasandra,13.03909425,77.49026299,130391,774903,10,328
5,Carpenter,InfantryRoad,12.98042951,77.60428905,129804,776043,10,346
5,Carpenter,ElectronicCity,12.84427243,77.67007828,128443,776701,11,375
5,Carpenter,BangaloreUniversity,12.95437509,77.50905991,129544,775091,10,335
5,Carpenter,Vyalikaval,13.00221611,77.57446289,130022,775745,1,413
5,Carpenter,Domlur,12.963576,77.63711929,129636,776371,10,338
5,Carpenter,SankeyRoad,13.00564492,77.58021355,130056,775802,1,402
5,Carpenter,SahakaraNagar,13.06463812,77.58622169,130646,775862,10,329
5,Carpenter,RMV2ndStage,13.04051574,77.56587982,130405,775659,10,326
5,Carpenter,DollarsColony,13.03813264,77.56248951,130381,775625,10,312
5,Carpenter,HALAirportRoad,12.95972839,77.65591621,129597,776559,10,317
5,Carpenter,QueensRoad,12.98122407,77.59737968,129812,775974,10,329
5,Carpenter,Kathriguppe,12.93003285,77.55772591,129300,775577,11,366
5,Carpenter,TanneryRoad,12.97378025,77.58682251,129738,775868,11,375
5,Carpenter,NewBELRoad,13.02646766,77.57171631,130265,775717,1,408
5,Carpenter,CVRamanNagar,12.9844859,77.66115189,129845,776612,10,348
5,Carpenter,Hoskote,13.07036527,77.78886795,130704,777889,11,364
5,Carpenter,Virgonagar,13.03733827,77.73033142,130373,777303,1,422
5,Carpenter,Sanjaynagar,13.03834169,77.58235931,130383,775824,1,407
5,Carpenter,Gandhinagar,12.98247862,77.57686615,129825,775769,1,416
5,Carpenter,DispensaryRoad,12.95778365,77.57646918,129578,775765,10,307
5,Carpenter,GangaNagar,13.02153392,77.58810997,130215,775881,10,322
5,Carpenter,DJHalli,12.97378025,77.58682251,129738,775868,10,336
5,Carpenter,K.GNagar,12.97378025,77.58682251,129738,775868,1,442
5,Carpenter,Rajkunte,13.29675236,77.55111694,132968,775511,11,379
5,Carpenter,KumaraKrupa,12.97378025,77.58682251,129738,775868,10,313
5,Carpenter,Chamarajpet,12.97378025,77.58682251,129738,775868,11,366
5,Carpenter,HRBRLayout,13.01609832,77.6466465,130161,776466,11,359
5,Carpenter,K.RMarket,12.96432879,77.57830381,129643,775783,1,445
5,Carpenter,VVPuram,12.95220028,77.57772446,129522,775777,10,336
5,Carpenter,Murugeshpalya,12.96014661,77.65728951,129601,776573,11,394
5,Carpenter,Nagarbhavi,12.97210745,77.51420975,129721,775142,11,364
5,Carpenter,BrigadeRoad,12.97457482,77.60767937,129746,776077,1,410
5,Carpenter,M.GRoad,12.97436573,77.61300087,129744,776130,1,431
5,Carpenter,PalaceGuttahalli,12.99602741,77.57489204,129960,775749,10,321
5,Carpenter,NandidurgaRoad,12.99960266,77.60008335,129996,776001,1,403
5,Carpenter,Bellandur,12.92677031,77.64982224,129268,776498,1,415
5,Carpenter,LangfordGardens,12.9629905,77.59986877,129630,775999,10,335
5,Carpenter,Shanthinagar,12.95437509,77.5979805,129544,775980,1,450
5,Carpenter,KasturiNagar,13.00589581,77.65763283,130059,776576,1,408
5,Carpenter,Kodihalli,12.96048118,77.64656067,129605,776466,1,433
5,Carpenter,HaudinRoad,12.97378025,77.58682251,129738,775868,10,311
5,Carpenter,KRRoad,12.93199872,77.57373333,129320,775737,11,379
5,Carpenter,St.JohnsRoad,12.98130771,77.61171341,129813,776117,10,349
5,Carpenter,NewThippasandra,12.97762764,77.65256882,129776,776526,1,410
5,Carpenter,Gavipuram,12.97378025,77.58682251,129738,775868,11,379
5,Carpenter,MahalakshmiLayout,13.02061405,77.54991531,130206,775499,10,314
5,Carpenter,RichmondTown,12.96399421,77.603302,129640,776033,10,329
5,Carpenter,Doddanekundi,12.97595487,77.69016266,129760,776902,10,319
5,Carpenter,Hesaraghatta,13.16440527,77.48622894,131644,774862,10,311
5,Carpenter,ChurchStreet,12.97542167,77.60379553,129754,776038,1,409
5,Carpenter,PalaceCrossRoad,12.99717735,77.58731604,129972,775873,10,329
5,Carpenter,St.ThomasTown,12.97378025,77.58682251,129738,775868,10,349
5,Carpenter,CommercialStreet,12.98306408,77.60716438,129831,776072,10,331
5,Carpenter,Nayandahalli,12.9386491,77.52322197,129386,775232,1,420
5,Carpenter,Agaram,12.95705175,77.63471603,129571,776347,11,383
5,Carpenter,Kothanur,13.06024861,77.64123917,130602,776412,1,405
5,Carpenter,Ejipura,12.93982022,77.62999535,129398,776300,1,415
5,Carpenter,OldMadrasRoad,12.98724587,77.64849186,129872,776485,11,381
5,Carpenter,HanumanthaNagar,12.97378025,77.58682251,129738,775868,11,362
5,Carpenter,PadmanabhaNagar,12.91991047,77.55412102,129199,775541,1,446
5,Carpenter,ArakereGate,12.89060762,77.59862423,128906,775986,10,345
5,Carpenter,Ramanagaram,12.97378025,77.58682251,129738,775868,11,364
5,Carpenter,RaceCourseRoad,12.96159992,77.61538267,129616,776154,1,432
5,Carpenter,Vidyaranyapura,13.08181918,77.55815506,130818,775582,1,427
5,Carpenter,Rajanukunte,13.17606372,77.56248951,131761,775625,1,436
5,Carpenter,Vasanthanagar,12.99284936,77.59162903,129928,775916,10,331
5,Carpenter,Krishnarajapuram,13.00271789,77.67780304,130027,776778,10,308
5,Carpenter,RichmondRoad,12.96566707,77.60332346,129657,776033,11,373
5,Carpenter,Malleswaram,13.00857192,77.56433487,130086,775643,11,390
5,Carpenter,Kumbalgodu,12.95922652,77.56978512,129592,775698,1,407
5,Carpenter,CoxTown,12.99774186,77.61991024,129977,776199,1,430
5,Carpenter,Devanhalli,13.24662935,77.70835876,132466,777084,10,326
5,Carpenter,Maruthisevanagar,13.00020898,77.63299942,130002,776330,10,311
5,Carpenter,Byatarayanapura,13.06225525,77.60656357,130623,776066,11,384
5,Carpenter,ResidencyRoad,12.97235837,77.6077652,129724,776078,11,382
5,Carpenter,DoubleRoad,12.97378025,77.58682251,129738,775868,11,372
5,Carpenter,Bhoopasandra,12.97378025,77.58682251,129738,775868,11,375
5,Carpenter,Ulsoor,12.98331499,77.61480331,129833,776148,1,450
5,Carpenter,JCRoad,12.95661261,77.58162975,129566,775816,1,446
5,Carpenter,MillersRoad,12.98749678,77.59111404,129875,775911,1,407
5,Carpenter,HosurRoad,12.92175093,77.61995316,129218,776200,1,435
5,Carpenter,FrazerTown,12.99841091,77.61484623,129984,776148,11,353
5,Carpenter,Nagawara,12.97378025,77.58682251,129738,775868,1,406
5,Carpenter,Shampur,12.97378025,77.58682251,129738,775868,1,424
5,Carpenter,LangfordRoad,12.96194495,77.59890318,129619,775989,11,400
5,Carpenter,ChandraLayout,12.94960721,77.5188446,129496,775188,10,333
5,Carpenter,WheelersRoad,12.99615286,77.61720657,129962,776172,1,429
5,Carpenter,KumaraParkWest,12.97378025,77.58682251,129738,775868,1,449
5,Carpenter,Viswaneedam,13.01158251,77.51026154,130116,775103,10,326
5,Carpenter,RTNagar,13.02094855,77.59677887,130209,775968,10,338
5,Carpenter,Bommanahalli,12.90803078,77.62870789,129080,776287,10,344
5,Carpenter,MuseumRoad,12.97378025,77.58682251,129738,775868,11,378
5,Carpenter,PeenyaIndustrialArea,13.03466247,77.51678467,130347,775168,10,323
5,Carpenter,Mahadevapura,12.9936857,77.69256592,129937,776926,10,349
5,Carpenter,MainGuardCrossRoad,12.97988587,77.60673523,129799,776067,10,324
5,Carpenter,WaltonRoad,12.9724211,77.59822726,129724,775982,1,413
5,Carpenter,Puttenahalli,12.89949714,77.58201599,128995,775820,10,311
5,Carpenter,Chickpet,12.9707692,77.57188797,129708,775719,11,372
5,Carpenter,JCNagar,13.00698298,77.5929594,130070,775930,1,411
5,Carpenter,CubbonPark,12.97378025,77.58682251,129738,775868,1,442
5,Carpenter,Konanakunte,12.88343302,77.56416321,128834,775642,11,383
5,Carpenter,Marathahalli,12.95437509,77.70114899,129544,777011,10,300
5,Carpenter,Mathikere,13.02579868,77.56708145,130258,775671,10,307
5,Carpenter,Madivala,12.92158362,77.62802124,129216,776280,10,322
5,Carpenter,JeevanbheemaNagar,12.96483064,77.66115189,129648,776612,1,435
5,Carpenter,Jayanagar,12.93245882,77.58184433,129325,775818,11,393
5,Carpenter,Indiranagar,12.97294385,77.63935089,129729,776394,10,317
5,Carpenter,RajaRajeshwariNagar,12.9127158,77.51017571,129127,775102,10,302
5,Carpenter,HBRLayout,13.02730388,77.62716293,130273,776272,11,367
5,Carpenter,Jalahalli,13.05355968,77.54201889,130536,775420,10,347
5,Carpenter,BangaloreCBD,12.97378025,77.58682251,129738,775868,10,328
5,Carpenter,MissionRoad,12.97378025,77.58682251,129738,775868,1,431
5,Carpenter,ArabicCollege,13.03215388,77.62269974,130322,776227,11,359
5,Carpenter,Sadahalli,13.21166243,77.64613152,132117,776461,10,301
5,Carpenter,Whitefield,12.97946768,77.72415161,129795,777242,1,402
5,Carpenter,BTMLayout,12.91472363,77.61634827,129147,776163,1,406
5,Carpenter,Rajajinagar,12.98615861,77.55300522,129862,775530,10,342
5,Carpenter,Jakkur,13.07814061,77.59609222,130781,775961,11,400
5,Carpenter,BannerghattaRoad,12.8333934,77.58871078,128334,775887,1,419
5,Carpenter,Seshadripuram,12.98816586,77.58733749,129882,775873,1,416
5,Carpenter,Shivajinagar,12.98858403,77.60484695,129886,776048,11,365
5,Carpenter,WilsonGarden,12.94433734,77.6002121,129443,776002,11,373
5,Carpenter,Koramangala,12.92978189,77.62149811,129298,776215,10,338
5,Carpenter,Kammanahalli,13.0266349,77.63566017,130266,776357,11,368
5,Carpenter,Hebbal,13.03533142,77.59883881,130353,775988,1,426
5,Carpenter,Laggere,13.01660007,77.52124786,130166,775212,11,361
5,Carpenter,Banashankari,12.94885438,77.54579544,129489,775458,11,369
5,Carpenter,JnanaBharathi,12.94534113,77.50236511,129453,775024,11,388
5,Carpenter,Basaveshwaranagar,12.99519109,77.54476547,129952,775448,1,429
5,Carpenter,Brookefield,12.964747,77.7232933,129647,777233,1,429
5,Carpenter,SanjeeviniNagar,12.97378025,77.58682251,129738,775868,1,432
5,Carpenter,BensonTown,12.99761641,77.60398865,129976,776040,11,359
5,Carpenter,Basavangudi,12.92974006,77.57098675,129297,775710,1,430
5,Carpenter,Yeshwanthpur,13.02922717,77.54562378,130292,775456,1,438
5,Carpenter,Vimanapura,12.95834825,77.66797543,129583,776680,10,323
5,Carpenter,Yelahanka,13.10188313,77.59969711,131019,775997,11,358
5,Carpenter,Adugodi,12.94759965,77.60630608,129476,776063,10,344
5,Carpenter,Kadugodi,13.00104529,77.72629738,130010,777263,11,359
5,Carpenter,Hennur,13.03733827,77.65171051,130373,776517,11,382
5,Carpenter,KumaraswamyLayout,12.9060229,77.55970001,129060,775597,10,316
5,Carpenter,Kamakshipalya,12.9890022,77.52193451,129890,775219,1,403
5,Carpenter,HaralurRoad,12.90581374,77.66282558,129058,776628,11,384
5,Carpenter,Banaswadi,13.01818895,77.64501572,130182,776450,1,417
6,Painter,KalyanNagar,13.02542238,77.64072418,130254,776407,10,411
6,Painter,Jayamahal,13.00451593,77.59823799,130045,775982,1,594
6,Painter,Kengeri,12.92534816,77.48416901,129253,774842,11,490
6,Painter,KasturbaRoad,12.97378025,77.59489059,129738,775949,11,557
6,Painter,KumaraParkEast,12.98218589,77.58643627,129822,775864,10,368
6,Painter,DoddaballapuraMainRoad,13.13937325,77.56909847,131394,775691,11,537
6,Painter,Thyagarajanagar,12.93187324,77.56708145,129319,775671,10,430
6,Painter,Kanakapura,12.54518017,77.41653442,125452,774165,1,665
6,Painter,BVKIyengarRoad,12.97217018,77.57669449,129722,775767,11,549
6,Painter,Vijayanagar,12.97093648,77.53206253,129709,775321,11,566
6,Painter,K.HRoad,12.95951927,77.59330273,129595,775933,11,548
6,Painter,VarthurRoad,12.95688446,77.70466805,129569,777047,1,630
6,Painter,CrescentRoad,12.98891857,77.58225203,129889,775823,10,371
6,Painter,Sarjapur,12.85787055,77.78629303,128579,777863,10,447
6,Painter,Lingarajapuram,13.00853011,77.63046741,130085,776305,11,502
6,Painter,St.MarksRoad,12.9747421,77.60119915,129747,776012,1,603
6,Painter,HAL2ndStage,12.97378025,77.64347076,129738,776435,1,604
6,Painter,Kalasipalyam,12.96060665,77.58141518,129606,775814,10,428
6,Painter,KempegowdaRoad,12.97444937,77.5778532,129744,775779,10,382
6,Painter,Sadhashivnagar,13.01057898,77.58278847,130106,775828,1,661
6,Painter,AshokNagar,12.97378025,77.58682251,129738,775868,11,498
6,Painter,Subramanyapura,12.89882782,77.5406456,128988,775406,10,426
6,Painter,LavelleRoad,12.96825997,77.5963068,129683,775963,1,666
6,Painter,DickensonRoad,12.97817129,77.6153183,129782,776153,10,383
6,Painter,AustinTown,12.96176721,77.61459947,129618,776146,1,609
6,Painter,Nagashettyhalli,13.04177,77.57343292,130418,775734,1,635
6,Painter,CookeTown,12.97378025,77.58682251,129738,775868,1,596
6,Painter,Kaggalipura,12.97378025,77.58682251,129738,775868,1,678
6,Painter,Srirampuram,12.98766405,77.56519318,129877,775652,1,661
6,Painter,Carmelram,12.90317836,77.71144867,129032,777114,11,537
6,Painter,AirportRoad,12.96625256,77.6259613,129663,776260,10,360
6,Painter,Bidadi,12.97378025,77.58682251,129738,775868,10,456
6,Painter,Viveknagar,12.95345498,77.61995316,129535,776200,1,608
6,Painter,VictoriaRoad,12.96531159,77.61763573,129653,776176,10,456
6,Painter,Dasarahalli,13.05038237,77.51232147,130504,775123,1,586
6,Painter,CunninghamRoad,12.98640952,77.59557724,129864,775956,1,605
6,Painter,K.GCircle,12.97419845,77.57871151,129742,775787,10,355
6,Painter,JPNagar,12.91338508,77.58768082,129134,775877,11,521
6,Painter,MagrathRoad,12.97039282,77.61106968,129704,776111,10,373
6,Painter,HSRLayout,12.91120991,77.6348877,129112,776349,1,656
6,Painter,TumkurRoad,13.03495514,77.52961636,130350,775296,1,692
6,Painter,KanakapuraMainRoad,12.94601033,77.57675886,129460,775768,1,656
6,Painter,Sultanpalya,13.02237015,77.60225058,130224,776023,10,456
6,Painter,MysoreRoad,12.97378025,77.58682251,129738,775868,1,695
6,Painter,VittalMallyaRoad,12.96922184,77.59510517,129692,775951,10,459
6,Painter,Kadubeesanahalli,12.93910919,77.69681454,129391,776968,10,386
6,Painter,Bilekahalli,12.89740552,77.61068344,128974,776107,1,611
6,Painter,Chikkabanavara,13.07613409,77.50785828,130761,775079,11,523
6,Painter,BalajiNagar,12.92610107,77.60836601,129261,776084,11,484
6,Painter,HAL3rdStage,12.96842725,77.65445709,129684,776545,1,690
6,Painter,Nagasandra,13.03909425,77.49026299,130391,774903,11,517
6,Painter,InfantryRoad,12.98042951,77.60428905,129804,776043,1,680
6,Painter,ElectronicCity,12.84427243,77.67007828,128443,776701,1,697
6,Painter,BangaloreUniversity,12.95437509,77.50905991,129544,775091,11,505
6,Painter,Vyalikaval,13.00221611,77.57446289,130022,775745,10,369
6,Painter,Domlur,12.963576,77.63711929,129636,776371,11,517
6,Painter,SankeyRoad,13.00564492,77.58021355,130056,775802,10,381
6,Painter,SahakaraNagar,13.06463812,77.58622169,130646,775862,1,604
6,Painter,RMV2ndStage,13.04051574,77.56587982,130405,775659,1,672
6,Painter,DollarsColony,13.03813264,77.56248951,130381,775625,10,432
6,Painter,HALAirportRoad,12.95972839,77.65591621,129597,776559,11,478
6,Painter,QueensRoad,12.98122407,77.59737968,129812,775974,11,572
6,Painter,Kathriguppe,12.93003285,77.55772591,129300,775577,10,362
6,Painter,TanneryRoad,12.97378025,77.58682251,129738,775868,11,496
6,Painter,NewBELRoad,13.02646766,77.57171631,130265,775717,11,551
6,Painter,CVRamanNagar,12.9844859,77.66115189,129845,776612,1,628
6,Painter,Hoskote,13.07036527,77.78886795,130704,777889,1,608
6,Painter,Virgonagar,13.03733827,77.73033142,130373,777303,1,673
6,Painter,Sanjaynagar,13.03834169,77.58235931,130383,775824,1,662
6,Painter,Gandhinagar,12.98247862,77.57686615,129825,775769,1,661
6,Painter,DispensaryRoad,12.95778365,77.57646918,129578,775765,11,533
6,Painter,GangaNagar,13.02153392,77.58810997,130215,775881,11,565
6,Painter,DJHalli,12.97378025,77.58682251,129738,775868,10,401
6,Painter,K.GNagar,12.97378025,77.58682251,129738,775868,1,669
6,Painter,Rajkunte,13.29675236,77.55111694,132968,775511,1,657
6,Painter,KumaraKrupa,12.97378025,77.58682251,129738,775868,11,539
6,Painter,Chamarajpet,12.97378025,77.58682251,129738,775868,10,453
6,Painter,HRBRLayout,13.01609832,77.6466465,130161,776466,1,594
6,Painter,K.RMarket,12.96432879,77.57830381,129643,775783,11,501
6,Painter,VVPuram,12.95220028,77.57772446,129522,775777,11,542
6,Painter,Murugeshpalya,12.96014661,77.65728951,129601,776573,11,502
6,Painter,Nagarbhavi,12.97210745,77.51420975,129721,775142,11,490
6,Painter,BrigadeRoad,12.97457482,77.60767937,129746,776077,10,390
6,Painter,M.GRoad,12.97436573,77.61300087,129744,776130,1,672
6,Painter,PalaceGuttahalli,12.99602741,77.57489204,129960,775749,10,395
6,Painter,NandidurgaRoad,12.99960266,77.60008335,129996,776001,10,446
6,Painter,Bellandur,12.92677031,77.64982224,129268,776498,11,529
6,Painter,LangfordGardens,12.9629905,77.59986877,129630,775999,10,425
6,Painter,Shanthinagar,12.95437509,77.5979805,129544,775980,11,468
6,Painter,KasturiNagar,13.00589581,77.65763283,130059,776576,1,627
6,Painter,Kodihalli,12.96048118,77.64656067,129605,776466,10,362
6,Painter,HaudinRoad,12.97378025,77.58682251,129738,775868,11,475
6,Painter,KRRoad,12.93199872,77.57373333,129320,775737,1,611
6,Painter,St.JohnsRoad,12.98130771,77.61171341,129813,776117,1,659
6,Painter,NewThippasandra,12.97762764,77.65256882,129776,776526,1,617
6,Painter,Gavipuram,12.97378025,77.58682251,129738,775868,11,550
6,Painter,MahalakshmiLayout,13.02061405,77.54991531,130206,775499,1,625
6,Painter,RichmondTown,12.96399421,77.603302,129640,776033,11,524
6,Painter,Doddanekundi,12.97595487,77.69016266,129760,776902,11,534
6,Painter,Hesaraghatta,13.16440527,77.48622894,131644,774862,11,500
6,Painter,ChurchStreet,12.97542167,77.60379553,129754,776038,11,481
6,Painter,PalaceCrossRoad,12.99717735,77.58731604,129972,775873,11,484
6,Painter,St.ThomasTown,12.97378025,77.58682251,129738,775868,11,565
6,Painter,CommercialStreet,12.98306408,77.60716438,129831,776072,11,471
6,Painter,Nayandahalli,12.9386491,77.52322197,129386,775232,1,622
6,Painter,Agaram,12.95705175,77.63471603,129571,776347,1,607
6,Painter,Kothanur,13.06024861,77.64123917,130602,776412,11,469
6,Painter,Ejipura,12.93982022,77.62999535,129398,776300,11,481
6,Painter,OldMadrasRoad,12.98724587,77.64849186,129872,776485,10,387
6,Painter,HanumanthaNagar,12.97378025,77.58682251,129738,775868,10,406
6,Painter,PadmanabhaNagar,12.91991047,77.55412102,129199,775541,1,611
6,Painter,ArakereGate,12.89060762,77.59862423,128906,775986,11,495
6,Painter,Ramanagaram,12.97378025,77.58682251,129738,775868,11,534
6,Painter,RaceCourseRoad,12.96159992,77.61538267,129616,776154,11,579
6,Painter,Vidyaranyapura,13.08181918,77.55815506,130818,775582,10,439
6,Painter,Rajanukunte,13.17606372,77.56248951,131761,775625,1,615
6,Painter,Vasanthanagar,12.99284936,77.59162903,129928,775916,1,671
6,Painter,Krishnarajapuram,13.00271789,77.67780304,130027,776778,1,645
6,Painter,RichmondRoad,12.96566707,77.60332346,129657,776033,10,351
6,Painter,Malleswaram,13.00857192,77.56433487,130086,775643,1,630
6,Painter,Kumbalgodu,12.95922652,77.56978512,129592,775698,11,521
6,Painter,CoxTown,12.99774186,77.61991024,129977,776199,11,475
6,Painter,Devanhalli,13.24662935,77.70835876,132466,777084,10,400
6,Painter,Maruthisevanagar,13.00020898,77.63299942,130002,776330,11,524
6,Painter,Byatarayanapura,13.06225525,77.60656357,130623,776066,10,388
6,Painter,ResidencyRoad,12.97235837,77.6077652,129724,776078,10,404
6,Painter,DoubleRoad,12.97378025,77.58682251,129738,775868,1,652
6,Painter,Bhoopasandra,12.97378025,77.58682251,129738,775868,11,571
6,Painter,Ulsoor,12.98331499,77.61480331,129833,776148,10,454
6,Painter,JCRoad,12.95661261,77.58162975,129566,775816,11,504
6,Painter,MillersRoad,12.98749678,77.59111404,129875,775911,10,400
6,Painter,HosurRoad,12.92175093,77.61995316,129218,776200,1,624
6,Painter,FrazerTown,12.99841091,77.61484623,129984,776148,1,622
6,Painter,Nagawara,12.97378025,77.58682251,129738,775868,10,355
6,Painter,Shampur,12.97378025,77.58682251,129738,775868,11,539
6,Painter,LangfordRoad,12.96194495,77.59890318,129619,775989,1,589
6,Painter,ChandraLayout,12.94960721,77.5188446,129496,775188,1,597
6,Painter,WheelersRoad,12.99615286,77.61720657,129962,776172,1,658
6,Painter,KumaraParkWest,12.97378025,77.58682251,129738,775868,1,678
6,Painter,Viswaneedam,13.01158251,77.51026154,130116,775103,1,685
6,Painter,RTNagar,13.02094855,77.59677887,130209,775968,11,579
6,Painter,Bommanahalli,12.90803078,77.62870789,129080,776287,11,505
6,Painter,MuseumRoad,12.97378025,77.58682251,129738,775868,11,475
6,Painter,PeenyaIndustrialArea,13.03466247,77.51678467,130347,775168,10,405
6,Painter,Mahadevapura,12.9936857,77.69256592,129937,776926,10,394
6,Painter,MainGuardCrossRoad,12.97988587,77.60673523,129799,776067,11,501
6,Painter,WaltonRoad,12.9724211,77.59822726,129724,775982,10,363
6,Painter,Puttenahalli,12.89949714,77.58201599,128995,775820,10,464
6,Painter,Chickpet,12.9707692,77.57188797,129708,775719,10,428
6,Painter,JCNagar,13.00698298,77.5929594,130070,775930,10,352
6,Painter,CubbonPark,12.97378025,77.58682251,129738,775868,10,419
6,Painter,Konanakunte,12.88343302,77.56416321,128834,775642,1,682
6,Painter,Marathahalli,12.95437509,77.70114899,129544,777011,1,656
6,Painter,Mathikere,13.02579868,77.56708145,130258,775671,11,578
6,Painter,Madivala,12.92158362,77.62802124,129216,776280,11,477
6,Painter,JeevanbheemaNagar,12.96483064,77.66115189,129648,776612,10,444
6,Painter,Jayanagar,12.93245882,77.58184433,129325,775818,10,357
6,Painter,Indiranagar,12.97294385,77.63935089,129729,776394,10,445
6,Painter,RajaRajeshwariNagar,12.9127158,77.51017571,129127,775102,10,432
6,Painter,HBRLayout,13.02730388,77.62716293,130273,776272,10,438
6,Painter,Jalahalli,13.05355968,77.54201889,130536,775420,11,496
6,Painter,BangaloreCBD,12.97378025,77.58682251,129738,775868,1,674
6,Painter,MissionRoad,12.97378025,77.58682251,129738,775868,1,700
6,Painter,ArabicCollege,13.03215388,77.62269974,130322,776227,11,526
6,Painter,Sadahalli,13.21166243,77.64613152,132117,776461,1,666
6,Painter,Whitefield,12.97946768,77.72415161,129795,777242,11,485
6,Painter,BTMLayout,12.91472363,77.61634827,129147,776163,11,473
6,Painter,Rajajinagar,12.98615861,77.55300522,129862,775530,11,539
6,Painter,Jakkur,13.07814061,77.59609222,130781,775961,10,399
